label ID,Length(cm),ProjArea(cm2),SurfArea(cm2),AvgDiam(mm),L00,L10,L20,L30,L40
N1001,3797.3749,231.6935,727.8866,0.6193875,3796.5368000000003,475.4734,24.0071,1.7365,0.0
N1002,2145.3141,127.7677,401.3938,0.589866666666667,1249.5995000000003,421.15869999999995,62.80709999999999,7.6579,0.2279
N1003,3070.1213,123.4252,387.7514,0.405325,1766.1484999999998,253.8436,46.7013,2.0037000000000003,0.0
N1006,2593.1142,164.7268,517.5046,0.602133333333333,1849.5062000000003,562.9311,104.11580000000002,0.6381,0.0
N1007,3805.0056,300.6121,944.4006,0.797675,2794.4701000000005,1348.6282999999999,101.6396,2.0507999999999997,0.0
N1008,4860.4815,296.3589,931.0394,0.532275,3806.986700000001,888.8293,161.1988,1.8429,0.1474
N1009,1748.8858,86.7061,272.3952,0.47745,1046.3627999999997,252.65720000000002,32.7752,0.2557,0.0
N1011,3607.0072,154.2429,484.5682,0.42716,1811.7653000000003,332.3884,41.2208,2.2278,0.1628
N1013,4021.144,278.5149,874.9805,0.7852,3645.6049,625.576,66.1444,2.754,0.1644
N1016,2435.1772,209.2967,657.5249,0.7793,1834.0307000000003,997.3504000000001,98.6522,3.8432999999999997,0.1348
N1017,3422.334,204.5562,642.6322,0.6112,1954.2561000000003,783.712,59.2805,0.9470999999999999,0.0
N1019,4310.778,204.2557,641.688,0.48185,2527.5907,626.4624000000001,40.1629,0.891,0.1806
N1020,2770.7851,179.4354,563.7129,0.6406,1779.3455000000004,619.8433,151.9949,1.6697,0.0586
N1102,1936.9365,221.9747,697.3541,1.1499,1836.6377,748.7222999999999,252.64020000000002,23.2421,1.8728
N1105,2853.9117,183.6711,577.0201,0.64085,1999.0283999999997,675.6555000000001,46.065999999999995,4.708600000000001,0.436
N1106,1432.7978,87.9623,276.3416,0.63865,990.435,309.16319999999996,9.3089,0.0,0.0
N1107,3568.3422,239.3569,751.9622,0.68465,1988.4898,936.8229000000001,106.05949999999999,11.2463,0.6672
N1108,2836.5166,224.4443,705.1126,0.7667,2626.1476,633.6524,72.8674,0.7754,0.0
N1109,4227.4407,303.512,953.5112,0.676366666666667,2844.3497,1126.0937000000001,214.3305,3.9611,0.0449
N1111,5380.7057,273.2422,858.4157,0.547725,3401.9709,628.8895000000001,16.0431,1.0008000000000001,0.0333
N1112,6157.8174,484.4884,1522.0648,0.764416666666667,5598.266900000001,1423.7267000000002,160.22279999999998,8.764299999999999,0.8281
N1114,2420.6118,132.5038,416.2732,0.53305,1364.3289999999997,392.8351,45.118100000000005,2.5010999999999997,0.1698
N1116,3888.5392,195.8685,615.3393,0.49526,2535.0993,549.6527000000001,50.339499999999994,0.5487,0.0
N1117,2128.1218,232.8784,731.6088,1.06523333333333,1987.4995000000001,796.0065,270.1598,23.6172,3.217
N1118,3933.7813,266.8411,838.3059,0.94279,2347.1808999999994,887.9229,185.75900000000004,23.814999999999998,3.1638
N1119,2499.3389,127.6126,400.9069,0.514333333333333,1667.6708,351.8763,30.118700000000004,0.3855,0.0
N1202,3161.3819,158.0761,496.6109,0.4421,1577.5219,527.839,43.854600000000005,0.6505000000000001,0.0
N1203,2879.7467,217.1138,682.083,0.75545,1893.0284999999997,936.6220999999999,70.48060000000001,0.3348,0.0
N1206,5573.1669,460.8756,1447.8831,0.8343375,4764.7882,1680.7010000000002,333.9845,25.0871,1.3285
N1207,1446.9662,75.0872,235.8936,0.554366666666667,921.8444000000001,184.716,16.639,0.375,0.0263
N1210,2441.3123,191.7887,602.5219,0.7855,2219.1470999999997,466.5001,81.6287,4.4762,0.9675
N1211,3858.4617,298.3743,937.3703,0.745825,2751.6713999999997,1349.0560000000003,96.8165,3.0686,0.19
N1212,1286.9387,76.2582,239.5722,0.58955,879.0505,273.4393,4.2874,0.1296,0.0
N1214,1610.1328,115.9344,364.2188,0.693925,1383.77,300.14349999999996,5.1856,0.5447,0.0
N1215,3359.9556,210.6019,661.6247,0.597433333333333,2191.2844999999993,839.6288000000001,43.5429,1.2334999999999998,0.0
N1216,1466.8714,203.7666,640.1517,1.14275,1407.2144999999998,763.061,284.69340000000005,61.733799999999995,21.165
N1217,4824.3176,189.9723,596.8153,0.390233333333333,2005.7345,451.6468,35.3732,0.3073,0.0
N1218,3601.8852,174.7418,548.9679,0.50492,1936.1959,469.64380000000006,60.768,2.2883999999999998,0.0
N1220,1835.5727,107.5121,337.7591,0.59455,1269.9598,389.5958,20.7667,0.5579,0.0
N1302,3888.1678,219.4611,689.4576,0.68905,2065.9035999999996,794.0085,46.434000000000005,5.941099999999999,1.1542
N1303,2504.6735,219.9414,690.9662,0.875866666666667,2312.4801,728.7212000000002,48.541999999999994,3.6437,0.1829
N1304,1154.1952,64.1335,201.4814,0.5557,790.0260000000001,210.3903,22.6509,0.3583,0.0
N1308,1526.1128,169.1887,531.5219,1.08725,1466.2857000000001,532.8992,170.515,43.1319,12.6765
N1309,2979.4937,374.5738,1176.7583,1.2695,2828.9977,1272.9918,564.4845,77.8636,11.057
N1310,2304.6939,187.8463,590.1365,0.833875,1885.246,903.6259000000001,17.302699999999998,0.19419999999999998,0.0
N1312,2689.3926,210.0984,660.0437,0.7196,1940.5857999999998,833.4614999999999,146.30540000000002,26.2921,5.4816
N1313,3715.0725,285.3637,896.4967,0.7804,2360.7140999999997,1145.7326,145.11020000000002,19.4301,4.459
N1314,1598.9174,80.298,252.2635,0.50335,1377.83,40.7892,0.238,0.0,0.0
N1316,1426.2946,52.4636,164.8194,0.3638,891.4156999999998,72.05129999999998,0.2374,0.0,0.0
N1319,1886.0294,129.6049,407.1661,0.6647,1255.6495,567.3106,23.378300000000003,0.0317,0.0
N1401,3237.577,218.3164,685.8613,0.589066666666667,2799.433,498.7753,57.6218,6.8588,0.6644
N1402,3389.1573,427.4095,1342.7467,1.2636,3216.3880999999997,1388.9126999999999,602.0367000000001,120.0364,19.7482
N1403,1471.1208,52.8816,166.1323,0.34255,622.5039,116.49600000000001,4.9522,0.0587,0.0
N1404,2567.7434,196.1554,616.2406,0.7583,2317.9794,583.8683000000002,49.2254,1.727,0.0
N1405,3312.2979,153.0357,480.7762,0.45664,1636.3564,381.73670000000004,28.856800000000003,1.2891,0.0
N1409,825.7121,41.2723,129.6608,0.4998,470.58239999999995,128.5914,5.9027,0.0,0.0
N1411,1041.9837,57.455,180.5003,0.5514,686.1268999999999,171.6071,35.6907,0.207,0.0
N1501,2106.9543,138.7251,435.8176,0.64415,1500.5371000000002,547.1358999999999,36.8411,0.2893,0.0
N1504,2042.7747,269.6566,847.1513,1.3208,1946.1819999999998,939.6215,445.1929,60.6886,4.5986
N1505,1220.0546,112.2487,352.6397,0.89575,934.5033000000001,472.8193,111.7407,7.0931,1.6566
N1506,4575.3737,359.513,1129.443,0.7511,4125.948,1102.4108999999996,70.4267,5.502800000000001,2.3201
N1511,1602.1344,157.451,494.6467,0.96804,1489.9704,577.0802000000001,77.25910000000002,0.5481,0.0
N1515,1864.3482,108.7562,341.6677,0.584233333333333,1209.7517,366.71299999999997,49.513899999999985,2.4304,0.3642
N1517,1329.5182,108.2098,339.9512,0.8139,1096.0336,350.3224,94.81339999999999,13.036299999999999,5.0251
N1519,1142.8522,97.2703,305.5836,0.8068,843.992,431.0159999999999,38.0612,2.321,0.027
N1601,583.1219,35.4907,111.4975,0.6086,370.87899999999996,126.92800000000001,10.458,0.0883,0.0
N1602,1255.3036,112.78,354.3088,0.89315,1038.2929000000001,562.4808000000002,26.554299999999998,0.9869,0.0
N1607,929.5231,81.7436,256.8053,0.85355,742.0338,329.2690999999999,44.3269,3.0361,0.0
N1610,1691.9327,141.8949,445.7757,0.794033333333333,1352.6039,636.9042,45.453900000000004,1.9157,0.0
N1611,3415.8753,367.1418,1153.41,0.948314285714286,3280.1175,1208.5088,395.0339,30.5172,1.8118
N1612,2702.565,315.6737,991.7182,1.18182,2541.9208,1273.7041,247.26049999999998,11.3481,0.6547
N1615,7746.5007,444.9028,1397.7034,0.519225,4743.568200000001,1237.4333,175.49470000000002,8.847199999999999,1.349
N1616,2544.9171,233.0597,732.1784,0.8943,1898.6119999999999,944.7562000000001,241.85150000000002,4.4449,0.0
N1618,1113.0712,76.9778,241.8327,0.7182,869.8792000000001,161.72080000000003,29.603299999999997,5.226800000000001,0.711
N1703,1585.9721,106.135,333.4329,0.67165,1382.6367000000002,209.2829,5.4786,0.2707,0.0
N1707,1462.2708,87.0326,273.421,0.5942,1029.2291000000002,336.03810000000004,1.8964999999999999,0.0,0.0
N1708,2459.5198,182.6212,573.7215,0.7169,2222.6355000000003,430.47880000000004,143.2031,4.6876,0.3083
N1710,1394.4635,113.5409,356.6992,0.78235,1211.6342000000002,328.03520000000003,79.45319999999998,1.006,0.35
N1711,2422.1081,143.3741,450.4227,0.589675,1755.3028,453.5217,41.8796,0.4637,0.0797
N1712,1506.1021,117.7966,370.0689,0.7773,1000.6995000000002,524.4998,42.221999999999994,3.0083,0.4142
N1713,1395.1917,120.73,379.2844,0.8777,1103.4281,531.4005,62.4645,0.283,0.0
N1714,3659.9678,227.4565,714.5757,0.5487,2446.4044999999996,839.4137999999998,61.8376,2.4334,0.8693
N1715,1919.1888,177.2153,556.7385,0.92445,1425.3157,765.3000999999999,116.33900000000001,17.4707,3.3538
N1717,2176.4377,144.8518,455.0651,0.6903,1459.5883000000001,605.4064000000001,28.8014,0.1262,0.0
N1718,1425.8271,132.6501,416.7328,0.93045,1198.4668000000001,655.7422,16.629399999999997,0.0678,0.0
N1803,2620.6762,162.8105,511.4841,0.567175,1903.931,615.4371,26.7451,0.1539,0.0
N1804,1886.7433,138.8977,436.36,0.7365,1477.307,601.7708999999999,20.262400000000003,0.2072,0.0
N1808,2383.6557,264.434,830.7439,1.10173333333333,2271.9339999999997,839.2449999999998,287.52430000000004,33.841100000000004,9.8571
N1810,2144.343,185.7322,583.4946,0.8589,1668.3168999999996,763.1102999999999,132.8982,6.703,1.0081
N1811,1665.3148,116.9312,367.3501,0.64545,1522.8359,267.5704,30.8238,3.7987,0.9715
N1812,1917.5429,67.5179,212.1136,0.33265,675.7422,151.4209,5.3389,0.0,0.0
N1813,2793.4765,294.2864,924.528,1.0647,2373.2240999999995,1319.7707,218.0831,26.234299999999998,2.5065
N1814,2418.1593,191.3983,601.2956,0.7903,2241.6319,546.2343000000001,37.95140000000001,3.5287999999999995,0.0359
N1818,2780.2418,234.6378,737.1364,0.876933333333333,2194.3819,1015.9592,152.91660000000002,4.418699999999999,0.0
N1901,2319.1525,131.6199,413.4962,0.5348,1657.4583,447.0718,40.1083,0.0,0.0
N1905,1746.7427,89.7674,282.0127,0.50575,1079.4520999999997,326.92119999999994,4.3697,0.2086,0.0
N1907,1867.9045,91.1329,286.3024,0.4811,1110.1804,274.5307,35.6261,0.2744,0.0
N1908,2100.5088,181.8658,571.3482,0.78498,1982.8849,576.4832,46.287099999999995,1.7746,0.2155
N1909,2275.6342,176.5192,554.5514,0.7749,1573.9242,683.8248,122.84229999999998,14.437999999999999,0.8493
N1911,3568.4652,274.5623,862.563,0.76018,2797.8968000000004,1087.6909000000003,148.37949999999998,4.1462,0.8551
N1913,1363.8935,107.2178,336.8346,0.6975,1030.3608000000002,399.3408,36.3064,0.111,0.0
N1914,4749.3025,408.1274,1282.1701,0.7988,3625.0359000000003,1693.819,189.1217,4.1038,0.0
N1916,3052.8321,223.1275,700.9757,0.732833333333333,2211.5265999999997,832.1936,72.791,13.0561,4.201
N2005,2115.7043,210.0738,659.9662,0.88676,1979.1597000000002,792.1048000000001,104.2637,3.0286,0.0
N2006,3712.8591,339.3816,1066.1987,0.8606,3057.8298,1273.3039000000003,249.33520000000001,17.5493,2.7148
N2009,1271.6106,112.4061,353.1343,0.8859,901.0198,496.04240000000004,50.178799999999995,4.7377,0.278
N2010,2443.9356,140.3522,440.9295,0.464575,1643.0513,452.796,41.5076,0.1941,0.0
N2013,2463.0635,242.5817,762.0928,0.9853,1928.0663000000002,900.3259,327.8409999999999,65.8676,10.316
N2015,1680.4576,121.7485,382.4843,0.6554,1178.5909,420.439,62.042199999999994,2.4615,0.0
N2102,3104.978,181.4154,569.9332,0.565866666666667,2130.6913,620.3452000000001,42.2449,3.449,0.8307
N2104,2523.1952,174.2059,547.284,0.6807,1480.9948,595.8928999999999,201.9841,11.4472,0.5451
N2116,3402.8628,283.5972,890.947,0.8352,2621.3863,1173.1243000000002,210.31480000000002,5.5989,0.3848
N2119,3199.1319,243.0127,763.4467,0.73165,2879.5570000000002,618.4735000000001,114.478,4.3351,0.2526
N2207,2112.9683,151.5217,476.0195,0.7163,1381.3436,577.6538999999999,89.27390000000001,3.2603,0.0
N2208,2988.1213,307.9862,967.5673,1.03045,2809.6221000000005,1025.3135,223.7956,26.0644,5.8535
N2211,1543.3141,140.4183,441.137,0.91005,1143.1438999999998,588.2534,85.9799,4.7068,0.466
N2212,743.6223,76.9311,241.6862,1.0345,681.1727,278.05349999999993,68.0779,0.42610000000000003,0.0
N2214,1603.0753,158.9367,499.3143,0.77145,1491.8252000000002,613.9133999999999,68.80910000000002,11.3124,1.7168
N2215,2266.8865,106.4741,334.4982,0.4695,1461.2695999999999,276.939,34.0745,0.0,0.0
N2217,1498.1853,101.4372,318.6742,0.6584,1349.5058000000001,208.57900000000004,16.0718,1.3079,0.2844
N2218,1867.2849,231.2089,726.3642,1.22745,1771.8148999999999,1026.0719,171.78770000000003,4.8529,0.0
N2303,2885.9063,172.4911,541.8966,0.58595,1738.9683999999997,592.6190999999999,63.199600000000004,0.9627,0.0
N2307,1793.6384,119.1572,374.3436,0.656633333333333,1209.1356999999998,469.4552000000001,27.722099999999998,2.5434,0.0
N2310,1779.9168,201.0592,631.6462,1.01845,1631.8237000000001,689.9756000000001,201.75220000000002,35.606,7.3311
N2313,377.9854,23.7216,74.5236,0.6276,252.57659999999998,84.1877,2.9064,0.0,0.0
N2317,7413.0048,505.9566,1589.5089,0.699258333333334,4845.7129,1684.0682000000002,252.096,17.659699999999997,0.4137
N2319,1706.0677,130.5086,410.005,0.731133333333333,1280.9427999999996,486.71470000000005,69.27199999999999,2.7766,0.0
N2401,2723.513,208.0582,653.6342,0.747033333333333,2461.8691999999996,567.5703999999998,49.0585,3.7533000000000003,0.2126
N2402,3086.9683,135.3244,425.134,0.37062,1851.4942999999998,351.09000000000003,13.7078,0.1973,0.0
N2407,3685.3549,199.6404,627.1889,0.49305,2390.44,658.6833999999999,72.005,3.3712999999999997,0.4911
N2410,974.2848,69.224,217.4736,0.7105,737.2680999999999,256.8988,31.9431,0.36950000000000005,0.0
N2415,983.5668,57.905,181.9139,0.5887,656.2403,170.75,30.794600000000003,2.2295,0.0
N2417,1483.0828,100.0929,314.4511,0.6927,1146.9697999999999,355.75759999999997,12.0612,0.0,0.0
N2419,4115.9796,281.8827,885.5606,0.6532,3100.65,1082.2226,64.72180000000002,0.946,0.2607
N2504,3070.4389,222.3591,698.5621,0.758066666666667,2394.6701000000003,792.411,167.6061,3.2194,0.5953
N2507,677.6382,66.0003,207.346,0.974,628.6134000000001,243.2389,32.5745,4.916399999999999,1.6137
N2511,1736.9796,118.819,373.2807,0.684133333333333,1159.1271,477.3122,24.105999999999998,1.7351,0.0
N2512,1795.013,126.8978,398.6611,0.7272,1314.3003999999996,491.16370000000006,72.33380000000001,1.8448,0.1269
N2513,3930.1181,246.2862,773.731,0.6272375,2619.7826000000005,769.9682999999999,87.3983,12.34,2.3674
N2514,2323.4397,223.6935,702.754,0.8656,2182.8207,734.2683,130.873,19.7263,4.3839
N2515,4498.1173,195.1772,613.1678,0.423266666666667,3099.1540000000005,395.3133,13.0914,0.0,0.0
N2516,3654.6161,180.1334,565.9053,0.487183333333333,2180.3096,398.4831,17.404200000000003,0.5642,0.0
N2518,2177.4992,148.6485,466.9928,0.63595,1358.9561000000003,616.2728,43.489799999999995,0.2559,0.0
N2601,5114.6765,377.9283,1187.2966,0.71455,3569.0280000000002,1390.7519,253.50010000000003,2.1693,0.0
N2602,4910.6883,513.7682,1614.0503,1.010125,4694.102300000001,1717.0694,486.2861,11.778,0.9305
N2603,1924.6523,166.9329,524.4352,0.8966,1754.4054999999998,524.1597999999999,42.6192,0.9472,0.2966
N2604,2262.1329,144.0963,452.692,0.638033333333333,1663.1932000000002,483.3105,92.37140000000001,10.9172,0.7795
N2614,2776.227,276.1219,867.4626,0.96795,2602.6191000000003,842.0514999999999,210.6971,48.1727,13.5948
N2616,1905.264,130.593,410.2699,0.59945,1389.6730000000002,448.8998,31.375299999999996,1.2711999999999999,0.0
N2617,1167.1686,111.4815,350.2297,0.9596,965.9327000000001,471.3838,120.3706,1.7225,0.0
N2618,3487.8426,316.3016,993.6906,1.10735,2744.0055999999995,1102.1834000000001,294.0559,15.0551,2.8014
N2620,2796.031,125.595,394.5683,0.401529166666667,1435.6800000000005,333.48179999999996,28.755100000000002,0.4602,0.0
N2702,1118.8892,84.0293,263.9861,0.7307,1000.8373,235.89499999999998,6.5211,0.7415,0.0
N2703,3256.8443,276.711,869.3133,0.827033333333333,2622.8804000000005,1065.8123,265.7239,7.808199999999999,0.568
N2705,1936.5616,150.9936,474.3605,0.7769,1370.5514,634.4790000000002,88.74820000000001,8.0947,0.7091
N2707,3048.1312,230.8425,725.2131,0.740875,2233.5801,885.5043,162.91809999999998,4.4588,0.1608
N2714,957.9125,49.4168,155.2476,0.5159,563.4593000000001,177.4406,5.0051000000000005,0.0,0.0
N2715,3017.1146,152.344,478.6028,0.502266666666667,1845.1732,419.2237,59.41080000000001,10.1538,1.2012
N2716,1106.8679,74.3619,233.6147,0.6718,755.1676,260.3329,29.813299999999998,0.2519,0.0
N2719,2109.2901,211.1508,663.3496,1.00615,1969.5557,775.102,101.03929999999998,7.1376,0.9256
N2801,4374.3045,276.8796,869.8427,0.650833333333333,2991.3233000000005,1048.3673,49.1287,1.9452,0.0
N2802,2774.4622,191.0874,600.3187,0.690366666666667,1924.9132999999997,655.9612000000001,129.4916,17.6804,1.6347
N2805,1477.1944,129.8334,407.8837,0.748333333333334,1362.2734000000003,438.7899,51.6879,0.46940000000000004,0.0
N2811,2519.2341,164.8197,517.7965,0.6265,1920.3264000000004,643.5124,40.465199999999996,0.4164,0.0
N2813,5142.1316,316.5495,994.4696,0.536133333333333,3559.631,1013.3257,192.5515,8.8588,0.7621
N2814,690.0632,55.6256,174.7531,0.8061,601.5367000000001,170.39499999999998,4.7355,0.1602,0.0
N2817,1943.0262,97.1251,305.1274,0.4267,1088.5753,280.23709999999994,21.380899999999997,0.2383,0.0
N2902,1262.9743,83.641,262.7658,0.6612,926.5643,317.9742,15.3136,0.2084,0.0
N2905,1165.4498,76.7858,241.2297,0.66095,758.5788999999999,323.06500000000005,8.792799999999998,0.0423,0.0
N2908,1404.9714,85.8671,269.7592,0.5757,1178.4342,211.6981,21.4493,0.0898,0.0
N2919,1716.2486,128.6531,404.1757,0.71375,1480.8709000000001,364.08200000000005,65.4022,4.2589,0.4399
N3001,4214.5063,236.7769,743.8565,0.55515,2665.4022,756.9954000000001,121.231,12.558200000000001,2.3313
N3009,5097.1972,423.8456,1331.5503,0.835157142857143,4134.0169,1732.9352,195.0002,7.352100000000001,0.197
N3012,1335.5279,104.4296,328.0755,0.7671,1032.3158,423.9868,37.4942,0.44,0.0
N3018,1471.09,157.7588,495.6137,1.0846,1388.4811000000002,609.7694,62.66160000000001,3.0814,0.6088
N3102,1155.5518,99.4647,312.4776,0.86765,841.4361,432.19190000000003,46.899,7.4416,0.774
N3104,736.9696,56.3686,177.0873,0.7649,564.8373,216.8441,26.999599999999997,0.6757,0.0
N3112,2625.4467,170.9409,537.0264,0.580366666666667,1873.9779,596.5812,89.17470000000002,7.882499999999999,1.0214
N3113,3268.3338,165.8436,521.0129,0.525575,2357.5900999999994,436.8966,23.5306,0.0,0.0
N3115,2526.2563,146.7992,461.1832,0.6197,1587.1451000000002,517.7093,52.635799999999996,2.5105,0.0
N3118,4419.2567,311.9166,979.9149,0.6925,2890.1693,1151.8175,156.54399999999998,5.311699999999999,0.3225
N3119,2956.17,193.4455,607.7269,0.65395,2107.6569999999997,682.7282999999999,122.06949999999999,1.2534,0.0
N3201,2800.6706,163.8177,514.6484,0.59945,1943.5289999999998,570.7034000000001,54.2164,5.0984,0.5606
N3203,3138.9857,201.893,634.2654,0.598475,1954.7416000000003,746.1693000000001,72.6942,6.4081,0.2376
N3204,1682.6568,97.4997,306.3043,0.613866666666667,1016.2111000000001,305.328,59.5232,1.3101999999999998,0.1353
N3205,3118.0156,145.5844,457.3668,0.42735,1532.9619,436.8252,32.2953,0.3621,0.0
N3206,2008.2998,161.2243,506.501,0.80905,1359.6980000000003,672.7471999999999,87.52079999999998,6.870699999999999,1.2143
N3210,2024.7703,105.5138,331.4815,0.52,1251.4467,314.1801,4.4883,0.0,0.0
N3211,3167.5987,287.2391,902.3879,0.7849,2985.5598999999997,769.8089,304.9021,13.946800000000001,2.2628
N3216,4922.3434,230.7706,724.9873,0.4492,3049.3873000000003,599.0873000000001,126.21830000000001,9.9728,0.2991
N3217,2102.4842,135.5472,425.834,0.556433333333333,1434.8477999999998,493.1169,77.12349999999999,4.1575,0.3035
N3220,3155.4153,169.7447,533.2686,0.48196,2275.1851999999994,538.3679999999999,46.4684,2.4952,0.5474
N3303,2008.9071,195.8087,615.1511,0.93515,1900.5801,610.2162,159.95620000000002,25.8981,8.6809
N3305,2966.5783,105.965,332.8989,0.374433333333333,1643.0143,198.0779,2.6107,0.0,0.0
N3306,2314.3193,272.1988,855.1378,1.1679,2212.0701,996.6976,259.5009,41.467999999999996,12.7115
N3307,512.1194,33.2971,104.6058,0.6502,376.3415,125.4397,10.4706,0.0,0.0
N3310,4980.4968,231.9297,728.6287,0.41365,3021.6424999999995,654.8421,27.1695,0.2537,0.0
N3311,3727.8261,205.7956,646.526,0.472966666666667,2065.5666999999994,733.7538000000001,25.731199999999998,0.2077,0.0
N3316,589.0921,23.123,72.6431,0.3925,376.72849999999994,27.124999999999996,8.199300000000001,0.0,0.0
N3317,3033.9284,202.124,634.9913,0.659766666666667,1751.1016000000002,704.4606,133.5206,26.066100000000002,5.6767
N3318,4187.5508,242.9756,763.3304,0.5414,2937.0241,778.0669,118.4121,2.5483,0.0555
